date,mitte,friedrichshain_kreuzberg,pankow,charlottenburg_wilmersdorf,spandau,steglitz_zehlendorf,tempelhof_schoeneberg,neukoelln,treptow_koepenick,marzahn_hellersdorf,lichtenberg,reinickendorf,7_days_incidence
2021-11-19,218.0,91.0,187.0,242.0,167.0,1.0,130.0,123.0,165.0,55.0,52.0,215.0,366.6
2021-11-18,231.0,222.0,313.0,53.0,185.0,107.0,172.0,159.0,223.0,80.0,278.0,151.0,365.4
2021-11-17,267.0,270.0,325.0,280.0,211.0,96.0,195.0,248.0,251.0,160.0,197.0,206.0,366.1
2021-11-16,251.0,221.0,287.0,286.0,219.0,147.0,226.0,349.0,191.0,118.0,223.0,251.0,347.2
2021-11-15,415.0,239.0,272.0,123.0,112.0,234.0,361.0,274.0,219.0,74.0,314.0,225.0,329.4
2021-11-14,,59.0,,2.0,96.0,36.0,,5.0,2.0,,,87.0,325.1
2021-11-13,1.0,223.0,210.0,29.0,,90.0,1.0,3.0,,,,36.0,316.0
2021-11-12,237.0,150.0,325.0,153.0,170.0,148.0,160.0,222.0,147.0,126.0,27.0,178.0,298.3
2021-11-11,277.0,170.0,295.0,174.0,127.0,168.0,243.0,228.0,146.0,114.0,41.0,147.0,283.7
2021-11-10,274.0,250.0,325.0,239.0,137.0,170.0,304.0,254.0,192.0,211.0,208.0,167.0,252.4
2021-11-09,197.0,308.0,189.0,143.0,100.0,215.0,152.0,294.0,124.0,84.0,142.0,126.0,233.8
2021-11-08,279.0,201.0,206.0,194.0,127.0,94.0,248.0,261.0,192.0,73.0,187.0,151.0,207.4
2021-11-07,,9.0,,,64.0,5.0,1.0,13.0,,,,37.0,207.0
2021-11-06,3.0,55.0,108.0,41.0,,31.0,1.0,1.0,7.0,,,13.0,207.4
2021-11-05,153.0,77.0,119.0,97.0,114.0,97.0,151.0,96.0,66.0,166.0,107.0,150.0,196.0
2021-11-04,186.0,140.0,186.0,140.0,115.0,100.0,106.0,165.0,105.0,70.0,117.0,164.0,180.5
2021-11-03,149.0,160.0,134.0,109.0,139.0,102.0,141.0,170.0,120.0,138.0,117.0,105.0,170.3
2021-11-02,161.0,97.0,170.0,98.0,71.0,138.0,142.0,161.0,79.0,25.0,107.0,146.0,164.8
2021-11-01,175.0,71.0,114.0,70.0,47.0,94.0,113.0,148.0,65.0,85.0,135.0,126.0,155.9
2021-10-31,5.0,9.0,,,53.0,1.0,1.0,28.0,16.0,,,3.0,153.9
2021-10-30,2.0,23.0,116.0,75.0,,1.0,3.0,33.0,11.0,,,9.0,153.7
2021-10-29,115.0,122.0,82.0,50.0,72.0,58.0,89.0,63.0,57.0,73.0,83.0,111.0,147.1
2021-10-28,121.0,91.0,83.0,82.0,89.0,60.0,77.0,121.0,81.0,71.0,61.0,91.0,140.0
2021-10-27,182.0,97.0,112.0,85.0,86.0,78.0,123.0,148.0,62.0,58.0,80.0,99.0,133.7
2021-10-26,117.0,129.0,114.0,84.0,65.0,88.0,126.0,179.0,76.0,70.0,62.0,83.0,124.3
2021-10-25,143.0,61.0,83.0,63.0,54.0,60.0,119.0,79.0,29.0,45.0,95.0,87.0,122.6
2021-10-24,1.0,,,,31.0,,1.0,5.0,,,,5.0,123.4
2021-10-23,8.0,72.0,52.0,59.0,,10.0,,24.0,,,,41.0,121.7
2021-10-22,126.0,92.0,80.0,61.0,54.0,50.0,62.0,55.0,25.0,36.0,49.0,41.0,119.0
2021-10-21,93.0,47.0,53.0,62.0,46.0,62.0,110.0,89.0,48.0,33.0,42.0,83.0,112.4
2021-10-20,104.0,95.0,80.0,98.0,77.0,40.0,79.0,109.0,80.0,71.0,51.0,97.0,102.4
2021-10-19,128.0,84.0,70.0,50.0,52.0,53.0,129.0,106.0,5.0,39.0,56.0,76.0,98.5
2021-10-18,138.0,70.0,45.0,37.0,34.0,82.0,89.0,109.0,53.0,50.0,84.0,65.0,93.5
2021-10-17,1.0,,,,38.0,1.0,2.0,21.0,6.0,,,4.0,92.2
2021-10-16,1.0,49.0,42.0,52.0,,1.0,1.0,26.0,12.0,,,20.0,90.2
2021-10-15,88.0,59.0,56.0,31.0,43.0,30.0,53.0,69.0,31.0,59.0,44.0,68.0,87.5
2021-10-14,93.0,47.0,35.0,40.0,37.0,34.0,45.0,75.0,24.0,22.0,33.0,39.0,87.5
2021-10-13,76.0,61.0,53.0,48.0,38.0,32.0,75.0,58.0,46.0,43.0,36.0,51.0,87.0
2021-10-12,108.0,74.0,57.0,51.0,47.0,56.0,65.0,75.0,32.0,22.0,37.0,80.0,85.8
2021-10-11,110.0,56.0,34.0,27.0,51.0,39.0,81.0,73.0,18.0,59.0,82.0,43.0,84.4
2021-10-10,,,,,16.0,2.0,,5.0,,,,4.0,85.3
2021-10-09,1.0,27.0,38.0,33.0,,2.0,,16.0,3.0,,,8.0,84.0
2021-10-08,80.0,51.0,41.0,34.0,34.0,39.0,39.0,53.0,30.0,39.0,33.0,61.0,82.6
2021-10-07,93.0,46.0,34.0,29.0,42.0,34.0,40.0,51.0,22.0,32.0,38.0,62.0,82.0
2021-10-06,77.0,49.0,40.0,61.0,42.0,19.0,70.0,70.0,22.0,45.0,42.0,60.0,84.6
2021-10-05,84.0,80.0,53.0,42.0,48.0,40.0,61.0,86.0,26.0,39.0,40.0,64.0,82.5
2021-10-04,75.0,57.0,40.0,43.0,53.0,46.0,62.0,84.0,14.0,45.0,54.0,46.0,82.0
2021-10-03,2.0,1.0,,,21.0,1.0,,3.0,11.0,,,21.0,81.1
2021-10-02,2.0,,24.0,22.0,,5.0,,9.0,8.0,,,12.0,81.1
2021-10-01,61.0,26.0,53.0,33.0,34.0,25.0,52.0,75.0,26.0,32.0,25.0,42.0,80.8
2021-09-30,39.0,54.0,47.0,40.0,43.0,21.0,59.0,51.0,33.0,28.0,37.0,47.0,78.6
2021-09-29,76.0,81.0,59.0,42.0,50.0,33.0,60.0,103.0,57.0,47.0,25.0,59.0,75.4
2021-09-28,92.0,77.0,44.0,38.0,39.0,36.0,60.0,50.0,32.0,26.0,30.0,62.0,73.3
2021-09-27,73.0,65.0,61.0,31.0,39.0,40.0,54.0,82.0,39.0,35.0,45.0,36.0,73.1
2021-09-26,2.0,2.0,,,,,,4.0,,,,19.0,72.7
2021-09-25,6.0,18.0,,17.0,14.0,,,4.0,1.0,,,24.0,73.2
2021-09-24,56.0,52.0,48.0,40.0,17.0,18.0,53.0,67.0,40.0,18.0,19.0,46.0,71.9
2021-09-23,42.0,30.0,34.0,31.0,36.0,25.0,42.0,43.0,26.0,25.0,28.0,55.0,73.4
2021-09-22,72.0,66.0,63.0,35.0,37.0,29.0,63.0,64.0,23.0,52.0,27.0,43.0,75.2
2021-09-21,86.0,43.0,46.0,21.0,39.0,30.0,44.0,60.0,32.0,15.0,29.0,63.0,78.7
2021-09-20,100.0,39.0,52.0,52.0,31.0,22.0,63.0,90.0,30.0,27.0,64.0,23.0,82.3
2021-09-19,1.0,,,,,,,2.0,,,,12.0,82.3
2021-09-18,1.0,23.0,,19.0,12.0,1.0,,10.0,6.0,,,30.0,82.4
2021-09-17,82.0,34.0,44.0,26.0,54.0,28.0,50.0,39.0,1.0,24.0,13.0,31.0,85.9
2021-09-16,55.0,48.0,45.0,35.0,36.0,24.0,43.0,67.0,30.0,28.0,24.0,36.0,89.0
2021-09-15,95.0,54.0,57.0,34.0,61.0,32.0,61.0,71.0,39.0,23.0,56.0,59.0,89.8
2021-09-14,86.0,66.0,40.0,50.0,82.0,40.0,55.0,79.0,28.0,13.0,34.0,61.0,90.6
2021-09-13,103.0,74.0,70.0,79.0,49.0,25.0,65.0,99.0,45.0,40.0,47.0,28.0,90.5
2021-09-12,1.0,,,,1.0,2.0,,,,,,12.0,91.2
2021-09-11,,13.0,,,38.0,20.0,,1.0,6.0,,,30.0,92.4
2021-09-10,67.0,44.0,40.0,39.0,69.0,32.0,66.0,58.0,34.0,20.0,21.0,62.0,90.7
2021-09-09,99.0,50.0,29.0,40.0,85.0,22.0,63.0,62.0,22.0,16.0,45.0,52.0,87.8
2021-09-08,88.0,60.0,41.0,64.0,87.0,29.0,58.0,51.0,39.0,38.0,58.0,59.0,87.9
2021-09-07,83.0,85.0,52.0,52.0,36.0,33.0,62.0,103.0,11.0,37.0,40.0,69.0,91.7
2021-09-06,113.0,93.0,76.0,49.0,52.0,31.0,81.0,71.0,22.0,43.0,38.0,52.0,90.1
2021-09-05,,,,,,,,22.0,15.0,,,4.0,90.4
2021-09-04,3.0,16.0,,34.0,24.0,16.0,,23.0,8.0,,,29.0,89.3
2021-09-03,83.0,40.0,42.0,41.0,17.0,27.0,50.0,78.0,14.0,42.0,22.0,33.0,88.3
2021-09-02,63.0,50.0,45.0,33.0,10.0,20.0,74.0,44.0,17.0,26.0,40.0,55.0,89.1
2021-09-01,78.0,63.0,54.0,53.0,35.0,53.0,57.0,96.0,24.0,47.0,51.0,66.0,87.9
2021-08-31,104.0,61.0,50.0,62.0,77.0,41.0,75.0,99.0,31.0,34.0,71.0,96.0,82.9
2021-08-30,103.0,61.0,90.0,72.0,42.0,22.0,60.0,92.0,21.0,35.0,19.0,45.0,81.6
2021-08-29,,,,,21.0,4.0,,13.0,,,,14.0,81.2
2021-08-28,,19.0,,2.0,26.0,10.0,,21.0,11.0,,,25.0,80.9
2021-08-27,64.0,34.0,16.0,36.0,41.0,25.0,43.0,74.0,29.0,35.0,15.0,41.0,81.2
2021-08-26,83.0,42.0,27.0,41.0,42.0,31.0,40.0,66.0,23.0,22.0,50.0,40.0,79.4
2021-08-25,94.0,51.0,35.0,41.0,45.0,52.0,54.0,87.0,40.0,35.0,33.0,66.0,76.0
2021-08-24,49.0,60.0,50.0,55.0,52.0,49.0,67.0,99.0,20.0,20.0,37.0,59.0,74.4
2021-08-23,78.0,58.0,48.0,74.0,30.0,45.0,69.0,63.0,8.0,41.0,60.0,39.0,75.0
2021-08-22,,,,,8.0,1.0,,7.0,,,,23.0,75.4
2021-08-21,,30.0,,,17.0,8.0,,18.0,11.0,,,17.0,75.6
2021-08-20,85.0,34.0,26.0,30.0,59.0,28.0,44.0,62.0,16.0,16.0,31.0,33.0,75.0
2021-08-19,63.0,46.0,23.0,35.0,25.0,19.0,34.0,55.0,29.0,45.0,32.0,37.0,75.5
2021-08-18,74.0,49.0,36.0,41.0,39.0,39.0,50.0,73.0,16.0,28.0,19.0,45.0,75.4
2021-08-17,45.0,46.0,32.0,62.0,59.0,34.0,59.0,64.0,18.0,37.0,43.0,58.0,72.4
2021-08-16,95.0,51.0,63.0,95.0,28.0,26.0,71.0,97.0,17.0,26.0,46.0,21.0,67.4
2021-08-15,,1.0,,,19.0,2.0,,17.0,,,,13.0,67.2
2021-08-14,2.0,24.0,,,26.0,8.0,,20.0,9.0,,,21.0,66.2
2021-08-13,51.0,39.0,28.0,39.0,48.0,40.0,48.0,52.0,8.0,28.0,36.0,25.0,60.3
2021-08-12,57.0,51.0,32.0,36.0,52.0,33.0,24.0,73.0,7.0,32.0,22.0,40.0,55.2
2021-08-11,55.0,49.0,36.0,55.0,49.0,9.0,49.0,96.0,17.0,25.0,30.0,36.0,50.3
2021-08-10,52.0,36.0,39.0,37.0,52.0,21.0,35.0,70.0,19.0,26.0,23.0,38.0,45.9
2021-08-09,41.0,51.0,40.0,59.0,8.0,22.0,35.0,86.0,20.0,24.0,41.0,25.0,41.3
2021-08-08,5.0,,,,19.0,,,11.0,,,,10.0,40.4
2021-08-07,1.0,18.0,,,20.0,9.0,,7.0,5.0,,,13.0,39.2
2021-08-06,37.0,15.0,23.0,19.0,14.0,25.0,29.0,24.0,8.0,13.0,8.0,13.0,37.9
2021-08-05,28.0,36.0,16.0,17.0,23.0,12.0,29.0,31.0,13.0,14.0,14.0,36.0,36.2
2021-08-04,41.0,33.0,33.0,31.0,24.0,20.0,28.0,40.0,9.0,14.0,26.0,29.0,32.9
2021-08-03,31.0,41.0,19.0,18.0,16.0,28.0,26.0,36.0,12.0,15.0,17.0,27.0,30.8
2021-08-02,38.0,29.0,21.0,39.0,7.0,15.0,13.0,57.0,15.0,10.0,22.0,18.0,29.8
2021-08-01,,,,,,,,6.0,,,,8.0,29.7
2021-07-31,,,,,12.0,5.0,,2.0,,,,7.0,29.7
2021-07-30,25.0,30.0,22.0,9.0,10.0,21.0,19.0,21.0,4.0,5.0,10.0,7.0,29.4
2021-07-29,15.0,24.0,27.0,17.0,21.0,10.0,14.0,30.0,9.0,5.0,11.0,23.0,27.6
2021-07-28,37.0,33.0,8.0,18.0,25.0,13.0,14.0,24.0,3.0,6.0,13.0,13.0,26.6
2021-07-27,20.0,25.0,14.0,29.0,16.0,21.0,24.0,31.0,3.0,5.0,10.0,9.0,26.3
2021-07-26,31.0,29.0,38.0,45.0,24.0,12.0,18.0,27.0,6.0,5.0,10.0,5.0,25.5
2021-07-25,,,,,,,,6.0,1.0,,,2.0,25.2
2021-07-24,,,,1.0,,10.0,,2.0,,,,13.0,25.1
2021-07-23,24.0,31.0,20.0,13.0,11.0,14.0,16.0,11.0,,10.0,7.0,15.0,24.2
2021-07-22,16.0,20.0,18.0,19.0,7.0,8.0,10.0,12.0,7.0,8.0,9.0,5.0,24.2
2021-07-21,26.0,27.0,17.0,27.0,10.0,8.0,11.0,15.0,9.0,8.0,8.0,6.0,23.0
2021-07-20,37.0,26.0,18.0,26.0,11.0,11.0,14.0,13.0,5.0,5.0,15.0,13.0,20.9
2021-07-19,39.0,34.0,27.0,28.0,10.0,10.0,21.0,20.0,6.0,9.0,8.0,9.0,17.8
2021-07-18,,,,,,,1.0,,,,,,17.8
2021-07-17,,6.0,,,,3.0,1.0,4.0,,,,5.0,17.4
2021-07-16,21.0,25.0,19.0,22.0,,4.0,11.0,12.0,8.0,1.0,9.0,9.0,15.4
2021-07-15,18.0,27.0,16.0,17.0,8.0,9.0,12.0,12.0,5.0,2.0,4.0,7.0,12.9
2021-07-14,15.0,14.0,21.0,9.0,5.0,7.0,14.0,19.0,5.0,,14.0,8.0,10.8
2021-07-13,25.0,19.0,12.0,12.0,7.0,5.0,9.0,9.0,4.0,4.0,6.0,3.0,9.3
2021-07-12,12.0,16.0,15.0,14.0,7.0,5.0,9.0,10.0,3.0,1.0,10.0,5.0,8.3
2021-07-11,,,,,,,,,1.0,,,,8.4
2021-07-10,,4.0,,,1.0,1.0,,,,,,1.0,8.3
2021-07-09,11.0,10.0,4.0,10.0,1.0,6.0,3.0,10.0,1.0,2.0,2.0,5.0,7.5
2021-07-08,8.0,9.0,8.0,4.0,7.0,2.0,,4.0,2.0,1.0,2.0,,7.2
2021-07-07,13.0,5.0,7.0,7.0,2.0,5.0,6.0,4.0,3.0,1.0,,1.0,6.7
2021-07-06,14.0,4.0,5.0,9.0,5.0,2.0,2.0,7.0,5.0,1.0,2.0,3.0,6.3
2021-07-05,10.0,10.0,9.0,10.0,6.0,1.0,6.0,11.0,,2.0,2.0,4.0,5.5
2021-07-04,,,,,,,,2.0,,,,2.0,5.3
2021-07-03,,,,1.0,,1.0,,,,,,1.0,5.5
2021-07-02,14.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,2.0,3.0,5.6
2021-07-01,4.0,2.0,,8.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,5.0,5.9
2021-06-30,4.0,5.0,3.0,2.0,,2.0,4.0,7.0,3.0,1.0,2.0,3.0,6.3
2021-06-29,7.0,9.0,1.0,9.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,3.0,6.3
2021-06-28,5.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,1.0,1.0,6.8
2021-06-27,,,,,,,,,,,,,6.9
2021-06-26,,2.0,,,1.0,1.0,,,,,,4.0,7.1
2021-06-25,9.0,,4.0,2.0,,1.0,3.0,6.0,2.0,5.0,3.0,6.0,7.3
2021-06-24,9.0,3.0,2.0,5.0,1.0,1.0,4.0,3.0,9.0,3.0,4.0,3.0,6.8
2021-06-23,9.0,5.0,3.0,2.0,7.0,1.0,5.0,4.0,,4.0,1.0,11.0,7.1
2021-06-22,7.0,,6.0,2.0,4.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,7.6
2021-06-21,9.0,5.0,3.0,4.0,5.0,1.0,3.0,5.0,5.0,9.0,6.0,3.0,7.7
2021-06-20,,,,,,,,,,,,1.0,7.8
2021-06-19,,4.0,,3.0,6.0,,1.0,,,,,3.0,7.6
2021-06-18,9.0,12.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,3.0,1.0,7.0,8.7
2021-06-17,5.0,4.0,2.0,1.0,2.0,,,4.0,3.0,4.0,1.0,1.0,10.9
2021-06-16,8.0,8.0,3.0,5.0,8.0,2.0,5.0,5.0,2.0,5.0,10.0,4.0,12.3
2021-06-15,5.0,7.0,1.0,5.0,4.0,7.0,3.0,4.0,5.0,5.0,7.0,7.0,13.8
2021-06-14,16.0,3.0,5.0,7.0,5.0,,2.0,10.0,2.0,5.0,5.0,2.0,15.3
2021-06-13,,,,,,,3.0,1.0,,,,1.0,15.3
2021-06-12,,3.0,,1.0,2.0,,2.0,,,,,4.0,15.7
2021-06-11,16.0,2.0,4.0,8.0,17.0,6.0,10.0,5.0,3.0,5.0,2.0,10.0,17.4
2021-06-10,14.0,5.0,9.0,6.0,18.0,5.0,5.0,11.0,6.0,5.0,11.0,11.0,20.6
2021-06-09,14.0,6.0,1.0,13.0,27.0,7.0,6.0,7.0,6.0,6.0,6.0,18.0,23.2
2021-06-08,20.0,10.0,7.0,10.0,10.0,9.0,18.0,7.0,2.0,9.0,5.0,7.0,24.9
2021-06-07,14.0,4.0,10.0,23.0,19.0,7.0,2.0,7.0,8.0,17.0,4.0,2.0,27.1
2021-06-06,,,,,,,,4.0,,,,2.0,27.2
2021-06-05,,7.0,,3.0,3.0,2.0,3.0,6.0,,,2.0,1.0,28.2
2021-06-04,14.0,12.0,14.0,10.0,20.0,10.0,19.0,17.0,6.0,20.0,6.0,1.0,30.7
2021-06-03,29.0,17.0,8.0,19.0,15.0,4.0,9.0,81.0,7.0,8.0,8.0,19.0,31.8
2021-06-02,30.0,15.0,11.0,19.0,34.0,7.0,14.0,26.0,7.0,21.0,16.0,14.0,34.0
2021-06-01,22.0,12.0,11.0,9.0,20.0,11.0,12.0,29.0,3.0,17.0,17.0,11.0,35.8
2021-05-31,41.0,17.0,14.0,9.0,23.0,7.0,9.0,32.0,13.0,13.0,17.0,5.0,32.5
2021-05-30,,,,,,,4.0,,,,,4.0,33.0
2021-05-29,,18.0,,6.0,10.0,1.0,7.0,1.0,,12.0,,8.0,34.1
2021-05-28,31.0,21.0,14.0,18.0,39.0,8.0,30.0,32.0,8.0,10.0,21.0,9.0,36.3
2021-05-27,44.0,15.0,11.0,22.0,33.0,19.0,12.0,40.0,14.0,17.0,23.0,15.0,35.8
2021-05-26,39.0,25.0,29.0,14.0,9.0,7.0,46.0,51.0,21.0,29.0,19.0,7.0,39.7
2021-05-25,63.0,13.0,21.0,7.0,10.0,4.0,5.0,47.0,31.0,3.0,26.0,10.0,46.2
2021-05-24,,5.0,,10.0,37.0,7.0,11.0,,,9.0,,,55.3
2021-05-23,,,,,,,6.0,,,,,20.0,55.5
2021-05-22,1.0,14.0,,15.0,6.0,6.0,19.0,2.0,,25.0,8.0,8.0,57.5
2021-05-21,51.0,16.0,22.0,13.0,28.0,25.0,24.0,37.0,17.0,24.0,41.0,21.0,60.6
2021-05-20,31.0,15.0,20.0,30.0,20.0,18.0,23.0,26.0,9.0,33.0,10.0,14.0,57.3
2021-05-19,68.0,39.0,44.0,21.0,16.0,17.0,47.0,60.0,27.0,31.0,26.0,40.0,63.8
2021-05-18,85.0,42.0,46.0,32.0,25.0,23.0,49.0,73.0,19.0,13.0,41.0,32.0,64.7
2021-05-17,103.0,14.0,27.0,26.0,25.0,24.0,12.0,27.0,23.0,32.0,80.0,20.0,68.6
2021-05-16,1.0,,,,,,14.0,,,,,19.0,68.4
2021-05-15,,15.0,,45.0,24.0,6.0,22.0,,,49.0,,16.0,68.8
2021-05-14,101.0,22.0,49.0,38.0,19.0,11.0,19.0,65.0,38.0,14.0,43.0,14.0,73.6
2021-05-13,,1.0,,,27.0,17.0,29.0,,,24.0,1.0,27.0,86.5
2021-05-12,84.0,58.0,48.0,69.0,56.0,39.0,50.0,69.0,39.0,62.0,57.0,44.0,88.6
2021-05-11,64.0,40.0,33.0,28.0,38.0,30.0,38.0,74.0,36.0,34.0,43.0,56.0,96.0
2021-05-10,98.0,53.0,55.0,50.0,43.0,13.0,22.0,76.0,33.0,21.0,71.0,20.0,100.1
2021-05-09,,,,1.0,,,10.0,,,,,14.0,100.1
2021-05-08,,32.0,,12.0,17.0,23.0,38.0,1.0,,56.0,,15.0,100.7
2021-05-07,91.0,40.0,44.0,51.0,46.0,35.0,52.0,60.0,41.0,30.0,63.0,54.0,102.6
2021-05-06,54.0,47.0,39.0,40.0,57.0,20.0,67.0,65.0,42.0,46.0,69.0,55.0,107.4
2021-05-05,93.0,53.0,50.0,63.0,42.0,65.0,70.0,103.0,50.0,54.0,54.0,53.0,111.0
2021-05-04,109.0,62.0,39.0,85.0,72.0,38.0,61.0,108.0,20.0,78.0,76.0,39.0,116.1
2021-05-03,95.0,30.0,90.0,82.0,58.0,19.0,18.0,87.0,45.0,52.0,96.0,30.0,122.2
2021-05-02,2.0,,,,,,16.0,,,1.0,,8.0,124.1
2021-05-01,2.0,28.0,,29.0,36.0,31.0,52.0,1.0,,14.0,,23.0,129.8
2021-04-30,63.0,55.0,39.0,44.0,59.0,41.0,83.0,74.0,14.0,110.0,42.0,52.0,133.6
2021-04-29,75.0,71.0,61.0,63.0,79.0,55.0,78.0,104.0,54.0,24.0,59.0,53.0,136.7
2021-04-28,95.0,47.0,41.0,73.0,63.0,67.0,97.0,99.0,64.0,68.0,71.0,98.0,141.7
2021-04-27,120.0,83.0,58.0,90.0,68.0,55.0,75.0,183.0,58.0,56.0,54.0,74.0,143.2
2021-04-26,138.0,100.0,77.0,133.0,106.0,25.0,35.0,84.0,48.0,46.0,86.0,46.0,140.9
2021-04-25,2.0,,,,,5.0,34.0,,,,,56.0,141.3
2021-04-24,5.0,53.0,,32.0,58.0,30.0,72.0,4.0,,62.0,78.0,33.0,140.1
2021-04-23,131.0,59.0,89.0,66.0,85.0,45.0,54.0,84.0,33.0,72.0,44.0,52.0,143.5
2021-04-22,95.0,41.0,87.0,58.0,88.0,56.0,98.0,106.0,51.0,79.0,68.0,64.0,148.8
2021-04-21,152.0,104.0,79.0,63.0,60.0,96.0,103.0,140.0,63.0,66.0,73.0,67.0,153.7
2021-04-20,105.0,92.0,74.0,90.0,78.0,54.0,103.0,117.0,54.0,71.0,103.0,88.0,155.3
2021-04-19,139.0,37.0,99.0,110.0,53.0,30.0,37.0,128.0,32.0,38.0,100.0,37.0,154.4
2021-04-18,,,,,,1.0,53.0,,,,,56.0,154.1
2021-04-17,2.0,39.0,,44.0,22.0,44.0,38.0,27.0,,81.0,64.0,24.0,157.0
2021-04-16,135.0,52.0,70.0,71.0,71.0,45.0,119.0,111.0,54.0,79.0,59.0,71.0,160.7
